"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","521","checkLogin","CrossBrowser Test","Sat Jun 21 15:37:30 GMT 2025","passed","Sat Jun 21 15:37:30 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLogin"
"","1354","checkSort","CrossBrowser Test","Sat Jun 21 15:37:49 GMT 2025","passed","Sat Jun 21 15:37:50 GMT 2025","tests.SortTest","FireFox","tests.SortTest","checkSort"
"Проверка добавления товара в корзину","669","checkAddToCart","CrossBrowser Test","Sat Jun 21 15:37:33 GMT 2025","passed","Sat Jun 21 15:37:34 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkAddToCart"
"","1241","checkSort","CrossBrowser Test","Sat Jun 21 15:37:53 GMT 2025","passed","Sat Jun 21 15:37:54 GMT 2025","tests.SortTest","FireFox","tests.SortTest","checkSort"
"","0","checkLoginWithEmptyPassword","CrossBrowser Test","Sat Jun 21 15:37:26 GMT 2025","unknown","Sat Jun 21 15:37:26 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","1125","checkSort","CrossBrowser Test","Sat Jun 21 15:37:41 GMT 2025","passed","Sat Jun 21 15:37:43 GMT 2025","tests.SortTest","FireFox","tests.SortTest","checkSort"
"","1383","checkSort","CrossBrowser Test","Sat Jun 21 15:37:45 GMT 2025","passed","Sat Jun 21 15:37:46 GMT 2025","tests.SortTest","FireFox","tests.SortTest","checkSort"
"","1","checkLoginWithIncorreсtLogin","CrossBrowser Test","Sat Jun 21 15:37:26 GMT 2025","unknown","Sat Jun 21 15:37:26 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithIncorreсtLogin"
"","2409","checkEndToEnd","CrossBrowser Test","Sat Jun 21 15:37:36 GMT 2025","passed","Sat Jun 21 15:37:39 GMT 2025","tests.EndToEndTest","FireFox","tests.EndToEndTest","checkEndToEnd"
"","0","checkAddTwoProductsToCart","CrossBrowser Test","Sat Jun 21 15:37:26 GMT 2025","unknown","Sat Jun 21 15:37:26 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkAddTwoProductsToCart"
"","0","checkLoginWithIncorreсtPassword","CrossBrowser Test","Sat Jun 21 15:37:26 GMT 2025","unknown","Sat Jun 21 15:37:26 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithIncorreсtPassword"
"","0","checkLoginWithEmptyLogin","CrossBrowser Test","Sat Jun 21 15:37:26 GMT 2025","unknown","Sat Jun 21 15:37:26 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyLogin"
